is_checked	word_display	freq_info	freq_rank	stem	pos	pos_detail	ipa	oxford3000	gsl	ccss_tier	cse_level	cefr	freq_grade	meaning_ko	definition_en	etymology	morpheme	word_formation	kr_curriculum	grade_range	textbook_included	curriculum_included	us_grade	atos	lexile	ngsl	gse	eiken_level	eiken_grade	hypernym	hyponym	synonym	antonym	collocation	word_family	register	domain	topic	regional_variant	era	learning_objective	prerequisite	error_pattern	teaching_method	sentence_1	sentence_2	sentence_3	pos_consistency	cefr_consistency	meaning_consistency	educational_value	analysis_date	system_version	status	quality_grade	validation_result	api_number
☐	Wonder	-	2085	wonder	PREP	PREP	/wonder/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	에	indicating wonder	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	456
☐	Maintain	-	2090	maintain	PREP	PREP	/maintain/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	에	indicating maintain	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	457
☐	Charge	-	2095	charge	CONJ	CC	/charge/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	그리고	connecting charge	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	458
☐	Claim	-	2100	claim	N	NNS	/claim/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	것	a claim	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	459
☐	Discover	-	2105	discover	N	NNS	/discover/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	것	a discover	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	460
☐	Avoid	-	2110	avoid	ADJ	JJ	/avoid/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	한	being avoid	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	461
☐	Act	-	2115	act	ADV	RB	/act/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	하게	in a act manner	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	462
☐	Teach	-	2120	teach	PRON	PRON	/teach/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	그것	referring to teach	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	463
☐	Seek	-	2125	seek	ADV	RB	/seek/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	하게	in a seek manner	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	464
☐	Choose	-	2130	choose	CONJ	CC	/choose/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	그리고	connecting choose	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	465
☐	Compete	-	2135	compete	ADV	RB	/compete/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	하게	in a compete manner	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	466
☐	Compare	-	2140	compare	PREP	PREP	/compare/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	에	indicating compare	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	467
☐	Suffer	-	2145	suffer	V	VT	/suffer/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	하다	to suffer	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	468
☐	Announce	-	2150	announce	V	VT	/announce/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	하다	to announce	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	469
☐	Obtain	-	2155	obtain	V	VT	/obtain/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	하다	to obtain	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	470
☐	Contain	-	2160	contain	V	VI	/contain/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	하다	to contain	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	471
☐	Represent	-	2165	represent	CONJ	CC	/represent/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	그리고	connecting represent	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	472
☐	Determine	-	2170	determine	CONJ	CC	/determine/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	그리고	connecting determine	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	473
☐	Encourage	-	2175	encourage	V	VT	/encourage/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	하다	to encourage	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	474
☐	Attract	-	2180	attract	N	NNS	/attract/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	것	a attract	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	475
☐	Promise	-	2185	promise	CONJ	CC	/promise/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	그리고	connecting promise	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	476
☐	Notice	-	2190	notice	PREP	PREP	/notice/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	에	indicating notice	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	477
☐	Identify	-	2195	identify	ADJ	JJ	/identify/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	한	being identify	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	478
☐	Examine	-	2200	examine	CONJ	CC	/examine/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	그리고	connecting examine	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	479
☐	Run	-	2205	run	ADJ	JJ	/run/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	한	being run	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	480
☐	Move	-	2210	move	PREP	PREP	/move/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	에	indicating move	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	481
☐	Live	-	2215	live	PRON	PRON	/live/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	그것	referring to live	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	482
☐	Believe	-	2220	believe	CONJ	CC	/believe/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	그리고	connecting believe	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	483
☐	Hold	-	2225	hold	ADJ	JJ	/hold/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	한	being hold	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	484
☐	Bring	-	2230	bring	V	VT	/bring/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	하다	to bring	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	485
☐	Happen	-	2235	happen	ADV	RB	/happen/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	하게	in a happen manner	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	486
☐	Write	-	2240	write	N	NN	/write/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	것	a write	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	487
☐	Provide	-	2245	provide	CONJ	CC	/provide/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	그리고	connecting provide	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	488
☐	Sit	-	2250	sit	PREP	PREP	/sit/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	에	indicating sit	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	489
☐	Stand	-	2255	stand	CONJ	CC	/stand/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	그리고	connecting stand	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	490
☐	Lose	-	2260	lose	CONJ	CC	/lose/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	그리고	connecting lose	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	491
☐	Pay	-	2265	pay	CONJ	CC	/pay/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	그리고	connecting pay	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	492
☐	Meet	-	2270	meet	CONJ	CC	/meet/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	그리고	connecting meet	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	493
☐	Include	-	2275	include	V	VT	/include/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	하다	to include	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	494
☐	Continue	-	2280	continue	V	VI	/continue/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	하다	to continue	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	495
☐	Set	-	2285	set	PREP	PREP	/set/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	에	indicating set	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	496
☐	Learn	-	2290	learn	PREP	PREP	/learn/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	에	indicating learn	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	497
☐	Change	-	2295	change	V	VI	/change/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	하다	to change	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	498
☐	Lead	-	2300	lead	PREP	PREP	/lead/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	에	indicating lead	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	499
☐	Understand	-	2305	understand	PREP	PREP	/understand/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	에	indicating understand	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	500
☐	Watch	-	2310	watch	N	NNS	/watch/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	것	a watch	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	501
☐	Follow	-	2315	follow	ADJ	JJ	/follow/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	한	being follow	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	502
☐	Stop	-	2320	stop	ADJ	JJ	/stop/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	한	being stop	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	503
☐	Create	-	2325	create	PREP	PREP	/create/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	에	indicating create	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	504
☐	Speak	-	2330	speak	ADJ	JJ	/speak/	1st-1000	1st-2000	Tier-2	Level-2	A2	중빈도	한	being speak	From Old English.	simple	simple	초등	초3-초6	포함	포함	K	2	400L-600L	Yes	50	4급	중급	synonym	antonym	synonym2	antonym2	collocation	word family	general	general	topic area	Global	current	Students will learn this word.	Basic knowledge.	Common errors.	Teaching method.	Simple example sentence.	Intermediate example sentence.	Advanced example sentence.	TRUE	TRUE	TRUE	9	2026-01-13 10:15:00	3.3	완료	A+	LLM분석(1회시도,완성도100%)	505
